,movie_title,imdb_score,cluster_KMeans
3242,The Haunting in Connecticut 2: Ghosts of Georgia,5.3,17
3243,Silmido,7.2,3
3244,Bright Star,7.0,20
3245,My Name Is Khan,8.0,3
3246,Limbo,7.1,3
3247,Namastey London,7.3,11
3248,The Wind That Shakes the Barley,7.5,1
3249,Yeh Jawaani Hai Deewani,6.9,4
3250,The Karate Kid,7.2,13
3251,Quo Vadis,7.2,20
3252,Repo! The Genetic Opera,6.7,4
3253,Valley of the Wolves: Iraq,6.0,5
3254,Pulp Fiction,8.9,21
3255,The Muppet Movie,7.7,4
3256,Nightcrawler,7.9,9
3257,Club Dread,5.6,0
3258,The Sound of Music,8.0,4
3259,Splash,6.2,11
3260,Little Miss Sunshine,7.9,3
3261,Stand by Me,8.1,3
3262,28 Days Later...,7.6,0
3263,You Got Served,3.5,3
3264,Escape from Alcatraz,7.6,20
3265,Brown Sugar,6.5,11
3266,A Thin Line Between Love and Hate,5.6,11
3267,50/50,7.7,11
3268,Shutter,5.2,17
3269,Creepshow,6.9,0
3270,That Awkward Moment,6.1,11
3271,Modern Problems,5.0,6
3272,Kicks,7.8,3
3273,Much Ado About Nothing,7.4,11
3274,On Her Majesty's Secret Service,6.8,5
3275,New Nightmare,6.4,17
3276,Drive Me Crazy,5.7,11
3277,Akeelah and the Bee,7.5,3
3278,Half Baked,6.7,6
3279,New in Town,5.6,11
3280,Syriana,7.0,3
3281,American Psycho,7.6,12
3282,The Good Girl,6.5,11
3283,Bon Cop Bad Cop,7.0,12
3284,The Boondock Saints II: All Saints Day,6.3,12
3285,The City of Your Final Destination,6.4,11
3286,Enough Said,7.1,11
3287,Easy A,7.1,11
3288,The Inkwell,6.5,11
3289,Shadow of the Vampire,6.9,0
3290,Prom,5.4,6
3291,The Pallbearer,4.9,11
3292,Held Up,5.1,6
3293,Woman on Top,5.3,11
3294,Howards End,7.5,11
3295,Anomalisa,7.3,11
3296,Another Year,7.3,3
3297,8 Women,7.1,4
3298,Showdown in Little Tokyo,6.0,12
3299,Clay Pigeons,6.6,6
3300,It's Kind of a Funny Story,7.2,11
3301,Made in Dagenham,7.2,20
3302,When Did You Last See Your Father?,6.9,20
3303,Prefontaine,6.8,13
3304,The Wicked Lady,4.0,3
3305,The Secret of Kells,7.7,8
3306,Begin Again,7.4,3
3307,Down in the Valley,6.5,11
3308,Brooklyn Rules,6.4,3
3309,Restless,7.2,18
3310,The Singing Detective,5.6,4
3311,The Land Girls,6.3,1
3312,Fido,6.8,0
3313,The Wendell Baker Story,5.5,11
3314,Wild Target,6.9,12
3315,Pathology,6.0,0
3316,10th & Wolf,6.4,12
3317,Dear Wendy,6.6,11
3318,Aloft,5.3,3
3319,Akira,8.1,5
3320,The Death and Life of Bobby Z,5.9,12
3321,The Rocket: The Legend of Rocket Richard,7.7,13
3322,Swelter,4.6,12
3323,My Lucky Star,5.1,6
3324,Imagine Me & You,6.9,11
3325,Mr. Church,8.0,3
3326,Swimming Pool,6.8,17
3327,Green Street 3: Never Back Down,5.4,3
3328,The Blood of Heroes,6.5,13
3329,Code of Honor,4.2,6
3330,Driving Miss Daisy,7.4,3
3331,Soul Food,6.9,3
3332,Rumble in the Bronx,6.7,6
3333,Far from Men,7.3,15
3334,Thank You for Smoking,7.6,3
3335,Hostel: Part II,5.4,0
3336,An Education,7.3,3
3337,Shopgirl,6.4,11
3338,The Hotel New Hampshire,6.0,11
3339,Narc,7.2,17
3340,Men with Brooms,6.0,13
3341,Witless Protection,3.1,6
3342,The Work and the Glory,6.9,11
3343,Extract,6.2,11
3344,Masked and Anonymous,5.5,3
3345,Alias Betty,6.9,11
3346,Code 46,6.3,11
3347,Outside Bet,4.8,6
3348,Albert Nobbs,6.7,3
3349,Black November,5.6,12
3350,Ta Ra Rum Pum,5.4,11
3351,Persepolis,8.0,1
3352,The Hole,5.7,5
3353,The Wave,7.6,3
3354,The Neon Demon,7.0,0
3355,Harry Brown,7.2,12
3356,Spider-Man 3,6.2,9
3357,The Omega Code,3.5,5
3358,Juno,7.5,11
3359,Pound of Flesh,5.1,12
3360,Diamonds Are Forever,6.7,5
3361,The Godfather,9.2,9
3362,Flashdance,6.1,11
3363,500 Days of Summer,7.7,2
3364,The Piano,7.6,11
3365,Magic Mike,6.1,2
3366,Darkness Falls,4.9,17
3367,Live and Let Die,6.8,5
3368,My Dog Skip,7.0,13
3369,"Definitely, Maybe",7.2,11
3370,Jumping the Broom,5.7,3
3371,The Great Gatsby,7.3,9
3372,"Good Night, and Good Luck.",7.5,20
3373,Capote,7.4,20
3374,Desperado,7.2,12
3375,Logan's Run,6.8,5
3376,The Man with the Golden Gun,6.8,5
3377,Action Jackson,5.2,12
3378,The Descent,7.2,0
3379,Michael Jordan to the Max,7.5,10
3380,Devil's Due,4.0,17
3381,Flirting with Disaster,6.8,6
3382,The Devil's Rejects,6.9,0
3383,Dope,7.3,3
3384,In Too Deep,6.1,12
3385,Skyfall,7.8,9
3386,House of 1000 Corpses,6.0,0
3387,Alien Zone,4.1,0
3388,A Serious Man,7.0,3
3389,Get Low,7.1,17
3390,Warlock,6.2,0
3391,Beyond the Lights,6.9,3
3392,A Single Man,7.6,11
3393,The Last Temptation of Christ,7.6,21
3394,Outside Providence,6.4,11
3395,Bride & Prejudice,6.2,4
3396,Rabbit-Proof Fence,7.5,20
3397,Who's Your Caddy?,2.0,13
3398,Split Second,6.2,0
3399,The Other Side of Heaven,6.5,20
3400,Veer-Zaara,7.9,4
3401,Redbelt,6.8,13
3402,Cyrus,6.3,11
3403,A Dog of Flanders,6.3,3
3404,Auto Focus,6.6,20
3405,Factory Girl,6.4,20
3406,We Need to Talk About Kevin,7.5,3
3407,The Christmas Candle,5.8,3
3408,The Mighty Macs,6.5,13
3409,Losin' It,4.8,6
3410,Mother and Child,7.2,11
3411,March or Die,6.3,1
3412,Les visiteurs,7.0,6
3413,Somewhere,6.3,3
3414,I Hope They Serve Beer in Hell,5.3,6
3415,Chairman of the Board,2.3,6
3416,Hesher,7.1,3
3417,Dom Hemingway,6.2,3
3418,The Heart of Me,6.7,11
3419,Freeheld,6.5,20
3420,The Extra Man,5.9,6
3421,Hard to Be a God,6.7,3
3422,Ca$h,6.0,12
3423,Wah-Wah,6.9,3
3424,The Boondock Saints,7.9,12
3425,Z Storm,5.3,12
3426,Twixt,4.8,0
3427,Snow Queen,5.3,8
3428,Alpha and Omega 4: The Legend of the Saw Toothed Cave,6.0,8
3429,Pale Rider,7.3,15
3430,Stargate: The Ark of Truth,7.4,5
3431,Dazed and Confused,7.7,6
3432,High School Musical 2,4.8,4
3433,Two Lovers and a Bear,7.2,11
3434,Criminal Activities,5.8,12
3435,Aimee & Jaguar,7.3,1
3436,The Chumscrubber,7.0,3
3437,Shade,6.4,12
3438,House at the End of the Street,5.6,0
3439,Incendies,8.2,1
3440,"Remember Me, My Love",6.5,11
3441,Perrier's Bounty,6.4,12
3442,Elite Squad,8.1,12
3443,Annabelle,5.4,17
3444,Bran Nue Dae,6.3,4
3445,Boyz n the Hood,7.8,3
3446,La Bamba,6.8,20
3447,The Four Seasons,7.2,3
3448,Dressed to Kill,7.1,17
3449,The Adventures of Huck Finn,6.2,6
3450,Go,7.3,6
3451,Friends with Money,5.9,11
3452,The Andromeda Strain,7.2,5
3453,Bats,3.6,0
3454,Nowhere in Africa,7.7,20
3455,Shame,7.3,3
3456,Layer Cake,7.4,12
3457,The Work and the Glory II: American Zion,6.6,15
3458,The East,6.9,3
3459,A Home at the End of the World,6.8,11
3460,Aberdeen,7.3,3
3461,The Messenger,7.2,1
3462,Tracker,6.5,15
3463,Control,7.7,20
3464,The Terminator,8.1,5
3465,Good Bye Lenin!,7.7,11
3466,The Damned United,7.6,13
3467,The Return of the Living Dead,7.3,0
3468,Mallrats,7.2,11
3469,Grease,7.2,4
3470,Platoon,8.1,1
3471,Fahrenheit 9/11,7.5,10
3472,Butch Cassidy and the Sundance Kid,8.1,15
3473,Mary Poppins,7.8,4
3474,Ordinary People,7.8,3
3475,Around the World in 80 Days,5.8,5
3476,West Side Story,7.6,4
3477,Caddyshack,7.4,13
3478,The Brothers,6.3,3
3479,The Wood,6.9,11
3480,The Usual Suspects,8.6,17
3481,A Nightmare on Elm Street 5: The Dream Child,5.1,0
3482,Van Wilder: Party Liaison,6.4,11
3483,The Wrestler,7.9,13
3484,Duel in the Sun,6.9,15
3485,Best in Show,7.5,6
3486,Escape from New York,7.2,5
3487,School Daze,5.8,4
3488,Daddy Day Camp,2.9,6
3489,Mr. Nice Guy,6.2,12
3490,A Mighty Wind,7.3,6
3491,Mystic Pizza,6.2,11
3492,Sliding Doors,6.8,11
3493,Tales from the Hood,6.1,0
3494,The Last King of Scotland,7.7,20
3495,Halloween 5,5.2,0
3496,Bernie,6.8,3
3497,Pollock,7.0,20
3498,200 Cigarettes,5.9,11
3499,The Words,7.1,2
3500,Casa de mi Padre,5.5,15
3501,City Island,7.4,3
3502,The Guard,7.3,12
3503,College,4.6,6
3504,The Virgin Suicides,7.2,11
3505,Little Voice,7.0,11
3506,Miss March,5.1,11
3507,Wish I Was Here,6.7,3
3508,Simply Irresistible,5.3,11
3509,Hedwig and the Angry Inch,7.8,4
3510,Only the Strong,6.7,3
3511,Goddess of Love,5.4,17
3512,Shattered Glass,7.2,20
3513,Novocaine,5.8,12
3514,The Business of Strangers,6.4,3
3515,The Wild Bunch,8.0,15
3516,The Wackness,7.0,11
3517,The Great Train Robbery,7.0,12
3518,Morvern Callar,6.7,3
3519,Beastmaster 2: Through the Portal of Time,3.8,5
3520,The 5th Quarter,5.7,13
3521,The Flower of Evil,6.6,3
3522,The Greatest,6.7,11
3523,Snow Flower and the Secret Fan,6.1,20
3524,Come Early Morning,6.2,11
3525,Lucky Break,6.2,11
3526,Julia,7.4,3
3527,"Surfer, Dude",4.7,6
3528,Lake of Fire,8.3,10
3529,11:14,7.2,3
3530,Men of War,5.8,12
3531,Don McKay,5.9,17
3532,Deadfall,6.3,12
3533,A Shine of Rainbows,7.2,3
3534,The Hit List,5.4,12
3535,Videodrome,7.3,17
3536,L'auberge espagnole,7.3,3
3537,Song One,5.8,3
3538,Murder by Numbers,6.1,17
3539,Winter in Wartime,7.1,1
3540,Freaky Deaky,6.5,12
3541,The Train,7.9,1
3542,Trade of Innocents,5.4,3
3543,The Protector,7.1,12
3544,Stiff Upper Lips,6.4,6
3545,Bend It Like Beckham,6.7,13
3546,Sunshine State,6.9,11
3547,Crossover,2.1,13
3548,Khiladi 786,4.3,6
3549,[Rec] 2,6.6,0
3550,Standing Ovation,3.4,4
3551,The Sting,8.3,3
3552,Chariots of Fire,7.2,13
3553,Diary of a Mad Black Woman,5.6,11
3554,Shine,7.7,20
3555,Don Jon,6.6,21
3556,High Plains Drifter,7.6,15
3557,Ghost World,7.4,3
3558,Iris,7.1,20
3559,Galaxina,3.4,6
3560,The Chorus,7.9,3
3561,Mambo Italiano,6.7,3
3562,Wonderland,6.6,17
3563,Do the Right Thing,7.9,3
3564,Harvard Man,4.9,12
3565,Le Havre,7.2,3
3566,Irreversible,7.4,17
3567,R100,6.1,3
3568,Rang De Basanti,8.4,20
3569,Animals,6.2,3
3570,Salvation Boulevard,5.3,12
3571,The Ten,5.0,11
3572,A Room for Romeo Brass,7.7,3
3573,Headhunters,7.6,12
3574,Grabbers,6.3,0
3575,Saint Ralph,7.6,13
3576,Miss Julie,5.6,11
3577,Somewhere in Time,7.3,11
3578,Dum Maaro Dum,6.2,12
3579,Insidious: Chapter 2,6.6,0
3580,Saw II,6.6,17
3581,10 Cloverfield Lane,7.3,17
3582,Jackass: The Movie,6.6,10
3583,Lights Out,6.9,0
3584,Paranormal Activity 3,5.8,0
3585,Ouija,4.4,0
3586,A Nightmare on Elm Street 3: Dream Warriors,6.6,0
3587,The Gift,7.1,17
3588,Instructions Not Included,7.6,3
3589,Paranormal Activity 4,4.6,0
3590,The Robe,6.8,1
3591,The Return of the Pink Panther,7.1,17
3592,Freddy's Dead: The Final Nightmare,4.9,0
3593,Monster,7.3,20
3594,"20,000 Leagues Under the Sea",7.2,5
3595,Paranormal Activity: The Marked Ones,5.0,0
3596,The Elephant Man,8.2,20
3597,Dallas Buyers Club,8.0,20
3598,The Lazarus Effect,5.2,0
3599,Memento,8.5,21
3600,Oculus,6.5,17
3601,Clerks II,7.4,6
3602,Billy Elliot,7.7,3
3603,The Way Way Back,7.4,3
3604,House Party 2,5.1,11
3605,The Man from Snowy River,7.3,15
3606,Doug's 1st Movie,5.0,8
3607,The Apostle,7.2,3
3608,Mommie Dearest,6.7,20
3609,Our Idiot Brother,6.4,3
3610,Race,7.1,13
3611,The Players Club,5.6,3
3612,"As Above, So Below",6.1,17
3613,Addicted,5.2,3
3614,Eve's Bayou,7.3,3
3615,Still Alice,7.5,3
3616,The Egyptian,6.6,1
3617,Nighthawks,6.4,12
3618,Friday the 13th Part VIII: Jason Takes Manhattan,4.5,0
3619,My Big Fat Greek Wedding,6.6,11
3620,Spring Breakers,5.3,12
3621,Halloween: The Curse of Michael Myers,4.9,0
3622,Y Tu Mamá También,7.7,11
3623,Shaun of the Dead,8.0,0
3624,The Haunting of Molly Hartley,3.8,0
3625,Lone Star,7.6,17
3626,Halloween 4: The Return of Michael Myers,5.9,0
3627,April Fool's Day,6.2,17
3628,Diner,7.2,3
3629,Lone Wolf McQuade,6.3,15
3630,Apollo 18,5.2,17
3631,Sunshine Cleaning,6.9,3
3632,No Escape,6.8,12
3633,The Beastmaster,6.2,5
3634,Solomon and Sheba,6.2,1
3635,Fifty Shades of Black,3.5,6
3636,Not Easily Broken,6.1,11
3637,A Farewell to Arms,6.6,1
3638,The Perfect Match,4.5,11
3639,Digimon: The Movie,5.9,8
3640,Saved!,6.9,3
3641,The Barbarian Invasions,7.7,17
3642,Robin and Marian,6.6,11
3643,The Forsaken,5.3,0
3644,Force 10 from Navarone,6.3,1
3645,UHF,7.0,3
3646,Grandma's Boy,7.0,6
3647,Slums of Beverly Hills,6.6,3
3648,Once Upon a Time in the West,8.6,15
3649,Made,6.4,12
3650,Moon,7.9,17
3651,Keeping Up with the Steins,5.4,6
3652,Sea Rex 3D: Journey to a Prehistoric World,6.9,10
3653,The Sweet Hereafter,7.7,3
3654,Of Gods and Men,7.2,3
3655,Bottle Shock,6.8,3
3656,Jekyll and Hyde... Together Again,6.2,6
3657,Heavenly Creatures,7.4,20
3658,90 Minutes in Heaven,4.6,3
3659,Everything Must Go,6.4,3
3660,Zero Effect,7.0,17
3661,The Machinist,7.7,3
3662,Light Sleeper,6.8,3
3663,Kill the Messenger,7.0,17
3664,Rabbit Hole,7.0,3
3665,Party Monster,6.3,20
3666,Green Room,7.1,0
3667,The Oh in Ohio,5.6,11
3668,Atlas Shrugged: Who Is John Galt?,4.4,17
3669,Bottle Rocket,7.1,3
3670,Albino Alligator,6.1,21
3671,"Gandhi, My Father",7.4,20
3672,Standard Operating Procedure,7.5,10
3673,Out of the Blue,7.2,3
3674,Tucker and Dale vs Evil,7.6,0
3675,"Lovely, Still",7.3,11
3676,Tycoon,6.2,11
3677,Desert Blue,6.2,3
3678,Decoys,4.6,0
3679,The Visit,6.2,0
3680,Redacted,6.2,1
3681,Fascination,3.3,17
3682,Area 51,4.2,0
3683,Sleep Tight,7.2,0
3684,The Cottage,6.2,0
3685,Dead Like Me: Life After Death,6.1,6
3686,Farce of the Penguins,4.2,6
3687,Rudderless,7.5,3
3688,Henry & Me,6.7,8
3689,Christmas Eve,5.1,6
3690,Dying of the Light,4.4,3
3691,Born of War,4.4,1
3692,Capricorn One,6.8,5
3693,Yoga Hosers,4.8,0
3694,Navy Seals vs. Zombies,3.4,0
3695,I Served the King of England,7.4,1
3696,Soul Kitchen,7.3,3
3697,Sling Blade,8.0,3
3698,The Awakening,6.5,0
3699,Hostel,5.9,0
3700,Tristram Shandy: A Cock and Bull Story,6.8,3
3701,Take Shelter,7.4,3
3702,Lady in White,6.7,17
3703,Driving Lessons,6.8,3
3704,Let's Kill Ward's Wife,5.4,6
3705,The Texas Chainsaw Massacre 2,5.5,0
3706,Pat Garrett & Billy the Kid,7.4,15
3707,Only God Forgives,5.7,12
3708,Camping sauvage,5.4,3
3709,Without Men,3.2,6
3710,Dear Frankie,7.8,11
3711,All Hat,5.3,15
3712,The Names of Love,7.2,11
3713,Treading Water,6.2,3
3714,Savage Grace,5.9,3
3715,Out of the Blue,7.3,3
3716,Police Academy,6.7,6
3717,The Blue Lagoon,5.7,11
3718,Four Weddings and a Funeral,7.1,11
3719,Fast Times at Ridgemont High,7.2,3
3720,Moby Dick,7.4,3
3721,25th Hour,7.7,3
3722,Bound,7.4,12
3723,Requiem for a Dream,8.4,3
3724,State Fair,7.1,4
3725,Tango,7.2,4
3726,Salvador,7.5,1
3727,Moms' Night Out,5.4,6
3728,Donnie Darko,8.1,9
3729,Saving Private Perez,6.0,15
3730,Character,7.8,17
3731,Spun,6.8,3
3732,Life During Wartime,6.5,3
3733,Lady Vengeance,7.7,12
3734,Mozart's Sister,6.4,20
3735,Mean Machine,6.5,13
3736,Exiled,7.3,12
3737,Blackthorn,6.6,15
3738,Lilya 4-Ever,7.9,3
3739,After.Life,5.9,17
3740,Fugly,4.7,3
3741,One Flew Over the Cuckoo's Nest,8.7,9
3742,R.L. Stine's Monsterville: The Cabinet of Souls,5.9,6
3743,Silent Movie,6.7,11
3744,Airlift,8.5,1
3745,Falcon Rising,5.8,5
3746,The Sweeney,6.1,12
3747,Sexy Beast,7.3,12
3748,Easy Money,6.7,12
3749,Whale Rider,7.6,3
3750,Paa,7.2,3
3751,Cargo,6.2,17
3752,Pan,5.8,8
3753,High School Musical,5.2,4
3754,Love and Death on Long Island,7.1,3
3755,Night Watch,6.5,0
3756,The Crying Game,7.3,12
3757,Porky's,6.2,6
3758,Survival of the Dead,5.0,0
3759,Night of the Living Dead,8.0,17
3760,Lost in Translation,7.8,3
3761,Annie Hall,8.1,21
3762,The Greatest Show on Earth,6.7,11
3763,Exodus: Gods and Kings,6.1,9
3764,Monster's Ball,7.1,11
3765,Maggie,5.6,0
3766,Leaving Las Vegas,7.6,11
3767,Hansel & Gretel Get Baked,4.3,0
3768,The Return of the Living Dead,7.3,0
3769,The Front Page,7.3,11
3770,The Boy Next Door,4.6,17
3771,Trapeze,6.8,11
3772,The Kids Are All Right,7.1,3
3773,They Live,7.3,0
3774,The Great Escape,8.3,1
3775,What the #$*! Do We (K)now!?,5.4,10
3776,The Last Exorcism Part II,4.0,0
3777,Boyhood,8.0,9
3778,Scoop,6.7,21
3779,Planet of the Apes,5.7,21
3780,The Wash,4.6,6
3781,3 Strikes,4.0,6
3782,The Cooler,7.0,11
3783,The Misfits,7.4,15
3784,The Night Listener,5.9,17
3785,The Jerky Boys,4.6,6
3786,The Orphanage,7.5,17
3787,A Haunted House 2,4.7,6
3788,The Rules of Attraction,6.7,11
3789,Topaz,6.3,21
3790,Let's Go to Prison,6.0,6
3791,Four Rooms,6.7,6
3792,Secretary,7.1,11
3793,The Real Cancun,2.7,10
3794,Talk Radio,7.3,3
3795,Waiting for Guffman,7.6,6
3796,Love Stinks,5.8,6
3797,You Kill Me,6.5,12
3798,Thumbsucker,6.6,3
3799,Red State,6.2,12
3800,Mirrormask,6.9,5
3801,Samsara,8.5,10
3802,The Barbarians,4.8,6
3803,The Art of Getting By,6.6,11
3804,Zipper,5.7,3
3805,Poolhall Junkies,7.0,3
3806,The Loss of Sexual Innocence,5.4,3
3807,Holy Motors,7.1,3
3808,Joe,6.9,3
3809,Shooting Fish,6.6,11
3810,Prison,5.9,0
3811,Psycho Beach Party,6.3,17
3812,The Big Tease,6.3,6
3813,"Buen Día, Ramón",7.7,3
3814,Trust,7.0,12
3815,An Everlasting Piece,6.3,6
3816,Among Giants,5.9,11
3817,Adore,6.2,11
3818,The Velocity of Gary,5.0,11
3819,Mondays in the Sun,7.7,3
3820,Stake Land,6.5,0
3821,The Last Time I Committed Suicide,5.8,20
3822,Futuro Beach,6.1,3
3823,Another Happy Day,6.0,3
3824,A Lonely Place to Die,6.3,12
3825,Nothing,6.3,6
3826,The Geographer Drank His Globe Away,7.5,3
3827,1776,7.6,4
3828,Inescapable,5.2,17
3829,Hell's Angels,7.8,1
3830,Purple Violets,6.6,11
3831,The Veil,4.7,0
3832,The Loved Ones,6.7,0
3833,No Vacancy,4.2,0
3834,How to Fall in Love,6.3,11
3835,The Perfect Wave,4.7,20
3836,Ben-Hur,6.0,20
3837,A Man for All Seasons,7.9,20
3838,Network,8.1,11
3839,Gone with the Wind,8.2,1
3840,Desert Dancer,6.0,20
3841,Major Dundee,6.8,15
3842,Down for Life,7.3,3
3843,Annie Get Your Gun,7.0,15
3844,Four Lions,7.3,3
3845,House of Sand,7.5,3
3846,Defendor,6.8,3
3847,The Pirate,7.1,4
3848,The Good Heart,6.9,3
3849,The History Boys,6.9,3
3850,Unknown,6.9,17
3851,Midnight Cowboy,7.9,3
3852,The Full Monty,7.2,3
3853,Airplane!,7.8,6
3854,Chain of Command,3.5,12
3855,Friday,7.3,3
3856,Menace II Society,7.5,12
3857,Creepshow 2,6.0,0
3858,The Ballad of Cable Hogue,7.3,15
3859,In Cold Blood,8.0,20
3860,The Nun's Story,7.6,3
3861,Harper,7.0,17
3862,Frenzy,7.5,21
3863,The Witch,6.8,17
3864,I Got the Hook Up,3.9,6
3865,She's the One,6.1,11
3866,Gods and Monsters,7.5,20
3867,The Secret in Their Eyes,8.2,17
3868,Day of the Dead,7.2,0
3869,Train,4.8,0
3870,Evil Dead II,7.8,0
3871,Pootie Tang,5.2,4
3872,Sharknado,3.3,0
3873,La otra conquista,6.8,20
3874,Trollhunter,7.0,0
3875,Ira & Abby,6.5,11
3876,The Watch,5.7,5
3877,Winter Passing,6.4,3
3878,D.E.B.S.,5.3,11
3879,The Masked Saint,4.7,20
3880,The Betrayed,6.1,17
3881,Taxman,5.5,12
3882,2:13,4.8,0
3883,"Batman: The Dark Knight Returns, Part 2",8.4,12
3884,Time to Choose,7.0,10
3885,In the Name of the King: The Last Job,3.3,5
3886,Wicked Blood,5.4,12
3887,Dawn Patrol,4.8,3
3888,Lords of London,3.1,17
3889,High Anxiety,6.7,6
3890,March of the Penguins,7.6,10
3891,Margin Call,7.1,20
3892,August,6.1,11
3893,Choke,6.5,3
3894,Whiplash,8.5,9
3895,City of God,8.7,3
3896,Human Traffic,7.1,6
3897,Day One,6.6,20
3898,The Dead Girl,6.7,17
3899,The Hunt,8.3,3
3900,A Christmas Story,8.1,6
3901,Bella,7.4,11
3902,Class of 1984,6.6,12
3903,The Opposite Sex,4.5,18
3904,Dreaming of Joseph Lees,6.4,11
3905,The Class,7.5,3
3906,Rosemary's Baby,8.0,0
3907,The Man Who Shot Liberty Valance,8.1,15
3908,Adam,7.2,11
3909,Maria Full of Grace,7.5,3
3910,Beginners,7.2,11
3911,Feast,6.4,0
3912,Animal House,7.6,6
3913,Goldfinger,7.8,5
3914,Antiviral,5.7,0
3915,It's a Wonderful Life,8.6,11
3916,Trainspotting,8.2,3
3917,The Original Kings of Comedy,6.6,10
3918,Paranormal Activity 2,5.7,0
3919,Waking Ned Devine,7.4,6
3920,Bowling for Columbine,8.0,10
3921,Coming Home,7.3,3
3922,A Nightmare on Elm Street 2: Freddy's Revenge,5.4,0
3923,A Room with a View,7.4,11
3924,The Purge,5.7,0
3925,Sinister,6.8,17
3926,Martin Lawrence Live: Runteldat,5.4,10
3927,Cat on a Hot Tin Roof,8.1,11
3928,Beneath the Planet of the Apes,6.1,5
3929,Air Bud,5.1,13
3930,Pokémon 3: The Movie,5.6,8
3931,Jason Lives: Friday the 13th Part VI,5.9,0
3932,The Bridge on the River Kwai,8.2,1
3933,Spaced Invaders,5.3,5
3934,Family Plot,6.8,21
3935,The Apartment,8.3,11
3936,Jason Goes to Hell: The Final Friday,4.3,0
3937,Torn Curtain,6.7,21
3938,Dave Chappelle's Block Party,7.2,10
3939,Slow West,6.9,15
3940,Krush Groove,6.6,3
3941,Next Day Air,5.9,6
3942,Elmer Gantry,7.9,3
3943,Judgment at Nuremberg,8.3,1
3944,Trippin',5.2,6
3945,Red River,7.8,15
3946,Phat Girlz,3.0,6
3947,Before Midnight,7.9,11
3948,Teen Wolf Too,3.2,6
3949,Phantasm II,6.5,0
3950,Woman Thou Art Loosed,6.9,3
3951,Real Women Have Curves,7.0,3
3952,Water,7.8,11
3953,East Is East,6.9,3
3954,Whipped,4.4,11
3955,Kama Sutra: A Tale of Love,6.0,20
3956,Please Give,6.6,3
3957,Willy Wonka & the Chocolate Factory,7.8,4
3958,Warlock: The Armageddon,5.3,0
3959,8 Heads in a Duffel Bag,5.3,6
3960,Days of Heaven,8.0,11
3961,Thirteen Conversations About One Thing,7.1,3
3962,Jawbreaker,5.4,12
3963,Basquiat,6.9,20
3964,Frances Ha,7.4,11
3965,Tsotsi,7.3,3
3966,Happiness,7.8,3
3967,DysFunktional Family,6.6,10
3968,Tusk,5.4,0
3969,Oldboy,8.4,17
3970,Letters to God,6.3,3
3971,Hobo with a Shotgun,6.1,12
3972,Compadres,5.0,6
3973,Freeway,6.9,12
3974,Love's Abiding Joy,7.2,15
3975,Fish Tank,7.3,3
3976,Damsels in Distress,5.7,11
3977,Bachelorette,5.3,11
3978,Brave New Girl,5.0,3
3979,Tim and Eric's Billion Dollar Movie,5.3,6
3980,The Gambler,6.0,12
3981,Summer Storm,7.4,13
3982,Fort McCoy,5.9,1
3983,Chain Letter,4.1,0
3984,Just Looking,6.7,3
3985,The Divide,5.8,3
3986,The Eclipse,6.2,0
3987,Demonic,5.3,0
3988,My Big Fat Independent Movie,3.3,6
3989,Alice in Wonderland,6.5,2
3990,Tanner Hall,5.9,3
3991,Open Road,5.5,12
3992,They Came Together,5.5,6
3993,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2.6,6
3994,Never Back Down 2: The Beatdown,5.8,13
3995,Point Blank,7.4,12
3996,Four Single Fathers,5.1,6
3997,Enter the Dangerous Mind,5.2,6
3998,Something Wicked,4.8,17
3999,AWOL-72,3.9,6
4000,Iguana,6.2,3
4001,Cinderella,7.0,9
4002,Chicago Overcoat,6.2,12
4003,Barry Munday,5.9,11
4004,Central Station,8.0,3
4005,Pocketful of Miracles,7.3,3
4006,Close Range,4.9,12
4007,Boynton Beach Club,6.5,11
4008,Amnesiac,4.3,17
4009,Freakonomics,6.4,10
4010,The Omen,7.6,17
4011,High Tension,6.8,0
4012,Griff the Invisible,6.1,11
4013,Unnatural,4.0,0
4014,Hustle & Flow,7.4,3
4015,Some Like It Hot,8.3,11
4016,Friday the 13th Part VII: The New Blood,5.3,0
4017,The Wizard of Oz,8.1,4
4018,Young Frankenstein,8.0,6
4019,Diary of the Dead,5.7,0
4020,Lage Raho Munna Bhai,8.2,11
4021,Ulee's Gold,7.1,3
4022,The Black Stallion,7.4,13
4023,Sardaar Ji,6.6,11
4024,Journey to Saturn,5.7,8
4025,Donovan's Reef,6.9,11
4026,The Dress,7.0,3
4027,A Guy Named Joe,7.0,1
4028,Blazing Saddles,7.8,15
4029,Friday the 13th: The Final Chapter,5.9,0
4030,Ida,7.4,3
4031,Maurice,7.8,11
4032,Beer League,6.0,13
4033,The Astronaut's Wife,5.3,5
4034,Riding Giants,7.9,10
4035,Timecrimes,7.2,17
4036,Silver Medallist,7.4,6
4037,Timber Falls,5.3,0
4038,Singin' in the Rain,8.3,4
4039,"Fat, Sick & Nearly Dead",7.6,10
4040,A Haunted House,5.1,6
4041,2016: Obama's America,5.1,10
4042,That Thing You Do!,6.9,21
4043,Halloween III: Season of the Witch,4.6,0
4044,Escape from the Planet of the Apes,6.3,5
4045,Hud,7.9,3
4046,Kevin Hart: Let Me Explain,6.7,10
